Season,Name,Team,PA,BABIP,LD,GB,FB,IFFB,GB/FB,HR/FB,IFH,IFH,BUH,BUH,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone,F-Strike,SwStr,playerid
2003,Mark Grudzielanek,Cubs,531,.356,26.8 ,47.6 ,25.6 ,12.1 ,1.86,2.8 ,14,7.0 ,2,25.0 ,23.9 ,70.7 ,49.1 ,52.9 ,92.6 ,83.7 ,53.9 ,60.8 ,8.0 ,653
2004,Milton Bradley,Dodgers,597,.317,19.1 ,46.8 ,34.1 ,15.9 ,1.37,14.4 ,13,7.2 ,3,30.0 ,12.0 ,74.4 ,45.1 ,46.5 ,82.8 ,78.3 ,53.1 ,52.4 ,9.5 ,369
2003,Brian Buchanan,Padres,229,.310,22.0 ,45.3 ,32.7 ,8.2 ,1.39,16.3 ,5,7.4 ,0,0.0 ,25.4 ,76.6 ,50.1 ,29.1 ,78.8 ,65.8 ,48.3 ,62.5 ,17.1 ,720
2010,Ike Davis,Mets,601,.321,16.4 ,43.1 ,40.5 ,7.6 ,1.06,12.0 ,11,6.5 ,0,0.0 ,27.3 ,64.5 ,41.9 ,60.1 ,85.9 ,75.7 ,39.4 ,56.1 ,9.7 ,8433
2007,Dan Uggla,Marlins,728,.279,15.6 ,33.8 ,50.5 ,9.6 ,0.67,13.0 ,10,6.3 ,3,42.9 ,21.6 ,68.5 ,45.0 ,41.3 ,81.5 ,71.9 ,50.1 ,55.2 ,12.4 ,3442
2010,Brett Gardner,Yankees,569,.340,18.6 ,53.4 ,27.9 ,8.8 ,1.91,4.9 ,26,13.3 ,7,36.8 ,18.2 ,44.7 ,31.0 ,74.8 ,97.5 ,90.6 ,48.3 ,56.2 ,2.9 ,9927
2005,Luis Castillo,Marlins,524,.317,21.9 ,62.8 ,15.2 ,11.5 ,4.13,6.6 ,24,9.5 ,5,20.0 ,10.3 ,56.4 ,35.7 ,76.6 ,96.7 ,94.0 ,55.0 ,58.6 ,2.0 ,513
2012,Adam Dunn,White Sox,649,.246,22.4 ,34.0 ,43.6 ,8.6 ,0.78,29.3 ,5,4.6 ,0,0.0 ,24.4 ,64.4 ,41.2 ,49.8 ,80.1 ,69.7 ,42.0 ,54.2 ,12.1 ,319
2009,Mike Cameron,Brewers,628,.304,17.0 ,34.9 ,48.1 ,10.1 ,0.72,12.7 ,9,6.6 ,0,0.0 ,17.4 ,62.8 ,40.7 ,51.2 ,81.9 ,75.5 ,51.4 ,57.3 ,9.8 ,1070
2008,Jorge Cantu,Marlins,685,.293,21.0 ,34.2 ,44.8 ,13.2 ,0.76,12.3 ,7,3.9 ,0,0.0 ,32.6 ,70.4 ,51.6 ,61.6 ,89.9 ,81.0 ,50.2 ,58.3 ,9.6 ,2521
2009,Grady Sizemore,Indians,503,.275,16.3 ,36.1 ,47.6 ,8.7 ,0.76,11.2 ,4,3.3 ,3,33.3 ,17.9 ,67.4 ,42.9 ,53.5 ,90.8 ,83.1 ,50.5 ,53.9 ,7.2 ,2197
2009,Rajai Davis,Athletics,432,.361,20.0 ,45.6 ,34.4 ,13.6 ,1.33,2.7 ,14,9.6 ,2,33.3 ,30.9 ,69.7 ,50.7 ,60.0 ,88.5 ,80.0 ,51.0 ,66.0 ,9.9 ,3708
2008,Mike Lowell,Red Sox,468,.282,20.6 ,32.4 ,47.0 ,11.7 ,0.69,9.9 ,9,7.6 ,0,0.0 ,22.8 ,59.5 ,41.4 ,73.5 ,93.9 ,88.4 ,50.8 ,56.6 ,4.9 ,527
2006,Aubrey Huff,- - -,517,.267,18.9 ,44.7 ,36.4 ,9.0 ,1.23,14.6 ,10,5.6 ,0,0.0 ,22.5 ,67.9 ,45.1 ,63.3 ,91.6 ,84.4 ,49.7 ,52.8 ,7.0 ,1213
2007,Howie Kendrick,Angels,353,.381,15.9 ,54.3 ,29.7 ,3.7 ,1.83,6.1 ,12,8.0 ,1,33.3 ,40.1 ,68.5 ,52.2 ,56.7 ,90.6 ,75.6 ,42.4 ,62.9 ,12.3 ,4229
2006,Mike Lowell,Red Sox,631,.287,21.6 ,37.8 ,40.5 ,11.4 ,0.93,9.5 ,11,5.6 ,1,100.0 ,19.2 ,62.8 ,42.6 ,70.8 ,95.5 ,90.4 ,53.8 ,57.8 ,4.1 ,527
2006,Ben Broussard,- - -,465,.333,19.2 ,40.2 ,40.5 ,11.1 ,0.99,15.6 ,5,3.7 ,0,0.0 ,28.7 ,70.7 ,51.1 ,49.8 ,86.8 ,77.1 ,53.2 ,61.9 ,11.6 ,312
2008,Alex Rios,Blue Jays,687,.331,20.8 ,40.9 ,38.3 ,7.9 ,1.07,7.4 ,11,5.1 ,0,0.0 ,27.2 ,65.0 ,47.2 ,61.6 ,90.6 ,82.7 ,52.9 ,58.1 ,7.9 ,2090
2010,John Buck,Blue Jays,437,.335,16.1 ,39.1 ,44.7 ,11.0 ,0.88,14.7 ,9,7.6 ,0,0.0 ,40.2 ,77.1 ,56.8 ,54.5 ,81.6 ,71.1 ,45.2 ,65.9 ,15.9 ,2041
2008,Fred Lewis,Giants,521,.365,18.4 ,53.9 ,27.7 ,1.1 ,1.95,9.5 ,15,8.1 ,1,33.3 ,18.9 ,64.4 ,43.0 ,62.2 ,84.7 ,80.0 ,53.1 ,58.0 ,8.3 ,4693
2006,Jimmy Rollins,Phillies,758,.281,19.3 ,43.8 ,36.9 ,9.7 ,1.19,11.1 ,15,5.6 ,2,50.0 ,20.3 ,61.3 ,41.6 ,65.2 ,95.1 ,88.1 ,52.0 ,57.0 ,4.9 ,971
2007,Michael Young,Rangers,692,.366,27.2 ,48.4 ,24.4 ,1.5 ,1.98,6.9 ,12,4.7 ,0,0.0 ,26.2 ,70.1 ,49.3 ,60.3 ,88.8 ,81.7 ,52.8 ,60.6 ,8.7 ,1286
2003,Rafael Furcal,Braves,734,.310,21.1 ,49.5 ,29.4 ,13.6 ,1.68,8.9 ,14,4.9 ,4,19.0 ,15.9 ,64.4 ,41.7 ,62.6 ,94.2 ,88.6 ,53.1 ,54.5 ,4.8 ,88
2006,Jeff Cirillo,Brewers,290,.354,20.4 ,45.7 ,33.9 ,14.1 ,1.35,3.8 ,9,8.6 ,1,20.0 ,20.1 ,64.5 ,45.3 ,62.9 ,92.8 ,87.0 ,56.8 ,61.4 ,5.9 ,1073
2004,Charles Thomas,Braves,267,.332,19.8 ,51.3 ,28.9 ,22.2 ,1.78,13.0 ,9,9.4 ,2,40.0 ,18.9 ,71.9 ,48.1 ,58.2 ,81.3 ,77.2 ,55.1 ,55.8 ,10.4 ,2962
2012,Adrian Gonzalez,- - -,684,.334,24.1 ,40.3 ,35.6 ,9.1 ,1.13,9.6 ,2,0.9 ,0,0.0 ,37.3 ,72.4 ,51.8 ,74.9 ,89.6 ,83.4 ,41.4 ,60.1 ,8.3 ,1908
2012,Mark Trumbo,Angels,586,.316,16.0 ,44.5 ,39.4 ,11.0 ,1.13,20.6 ,10,5.7 ,0,0.0 ,40.2 ,64.7 ,51.2 ,56.2 ,82.3 ,71.0 ,44.9 ,60.6 ,14.6 ,6876
2011,Logan Morrison,Marlins,525,.265,18.0 ,47.4 ,34.6 ,9.4 ,1.37,18.1 ,11,6.3 ,0,0.0 ,25.8 ,58.5 ,39.9 ,70.5 ,89.2 ,82.3 ,43.1 ,54.1 ,6.9 ,9205
2002,Bret Boone,Mariners,675,.297,21.0 ,51.8 ,27.3 ,8.6 ,1.90,17.3 ,12,4.5 ,1,25.0 ,17.9 ,67.0 ,44.5 ,51.2 ,84.0 ,78.0 ,54.3 ,58.1 ,9.8 ,1067
2012,Curtis Granderson,Yankees,684,.260,23.0 ,33.1 ,44.0 ,8.4 ,0.75,24.2 ,6,4.5 ,2,50.0 ,29.5 ,62.1 ,42.7 ,58.9 ,81.0 ,72.0 ,40.6 ,55.7 ,11.8 ,4747
2005,Magglio Ordonez,Tigers,343,.312,23.5 ,43.0 ,33.6 ,7.5 ,1.28,8.6 ,6,5.0 ,0,0.0 ,20.2 ,76.4 ,49.1 ,47.7 ,92.0 ,83.2 ,51.4 ,58.6 ,8.1 ,248
2004,Gary Matthews Jr.,Rangers,317,.317,23.7 ,45.2 ,31.1 ,14.7 ,1.46,16.2 ,9,9.1 ,0,0.0 ,15.4 ,63.4 ,41.9 ,36.8 ,84.8 ,76.9 ,55.3 ,59.3 ,9.8 ,153
2004,Juan Pierre,Marlins,748,.340,20.8 ,55.8 ,23.5 ,18.6 ,2.38,2.1 ,38,11.4 ,24,38.1 ,14.5 ,59.6 ,41.6 ,86.3 ,95.1 ,93.9 ,60.0 ,59.0 ,2.7 ,443
2006,Nick Markakis,Orioles,542,.314,19.6 ,51.2 ,29.2 ,6.6 ,1.75,13.1 ,9,4.2 ,1,16.7 ,23.8 ,65.9 ,45.9 ,78.5 ,91.8 ,88.5 ,52.6 ,57.0 ,5.2 ,5930
2008,Randy Winn,Giants,667,.340,19.1 ,51.1 ,29.8 ,5.2 ,1.71,6.5 ,22,8.3 ,2,66.7 ,22.3 ,68.4 ,45.9 ,65.3 ,86.8 ,81.7 ,51.3 ,57.0 ,8.2 ,1235
2011,Mike Carp,Mariners,313,.343,24.8 ,42.9 ,32.4 ,8.8 ,1.32,17.6 ,2,2.2 ,0,0.0 ,35.1 ,66.1 ,49.3 ,55.2 ,83.4 ,72.5 ,45.6 ,61.0 ,13.1 ,7480
2007,Mike Napoli,Angels,263,.291,18.8 ,35.6 ,45.6 ,8.2 ,0.78,13.7 ,3,5.3 ,1,50.0 ,27.2 ,65.2 ,42.7 ,59.6 ,77.9 ,71.0 ,40.8 ,58.9 ,12.2 ,3057
2010,Melvin Mora,Rockies,354,.324,17.9 ,44.5 ,37.6 ,7.1 ,1.18,7.1 ,8,6.8 ,0,0.0 ,32.1 ,62.0 ,46.5 ,67.6 ,90.2 ,82.1 ,48.1 ,58.2 ,8.0 ,157
2011,Andre Ethier,Dodgers,551,.348,25.3 ,43.7 ,31.0 ,5.8 ,1.41,9.2 ,15,8.9 ,0,0.0 ,31.0 ,71.6 ,48.4 ,64.2 ,89.1 ,80.0 ,42.9 ,56.4 ,9.3 ,6265
2008,Eric Hinske,Rays,432,.270,19.9 ,39.2 ,40.9 ,7.6 ,0.96,16.8 ,2,1.8 ,2,66.7 ,23.3 ,64.7 ,44.2 ,60.9 ,86.0 ,79.5 ,50.5 ,60.9 ,9.0 ,1305
2012,Martin Prado,Braves,690,.322,22.8 ,48.0 ,29.1 ,7.4 ,1.65,6.2 ,22,8.2 ,1,20.0 ,28.7 ,48.9 ,37.8 ,83.6 ,95.2 ,90.4 ,44.9 ,55.7 ,3.5 ,3312
2005,Olmedo Saenz,Dodgers,352,.284,24.0 ,38.8 ,37.2 ,10.4 ,1.04,15.6 ,2,2.0 ,0,0.0 ,24.1 ,66.3 ,46.5 ,45.8 ,88.2 ,77.8 ,53.0 ,61.1 ,10.1 ,937
2005,Carlos Pena,Tigers,295,.293,18.3 ,37.2 ,44.5 ,12.3 ,0.84,24.7 ,4,6.6 ,1,100.0 ,26.3 ,76.1 ,49.7 ,25.5 ,77.6 ,63.0 ,47.0 ,60.3 ,18.6 ,934
2010,Gaby Sanchez,Marlins,643,.299,17.1 ,36.8 ,46.1 ,7.8 ,0.80,8.7 ,20,11.5 ,3,42.9 ,34.8 ,64.5 ,48.7 ,73.4 ,90.5 ,83.9 ,46.7 ,59.7 ,7.7 ,3361
2008,Matt Kemp,Dodgers,657,.361,23.0 ,45.0 ,32.0 ,1.4 ,1.40,12.3 ,13,6.3 ,0,0.0 ,31.5 ,72.5 ,52.2 ,54.5 ,82.5 ,74.1 ,50.6 ,61.5 ,13.1 ,5631
2012,Mark Teixeira,Yankees,524,.250,19.5 ,41.1 ,39.5 ,8.7 ,1.04,16.0 ,9,5.8 ,0,0.0 ,27.2 ,60.2 ,40.7 ,75.2 ,90.5 ,84.4 ,40.9 ,50.6 ,6.2 ,1281
2007,Jason Varitek,Red Sox,518,.313,18.0 ,42.0 ,40.1 ,13.4 ,1.05,13.4 ,6,4.5 ,0,0.0 ,23.6 ,64.0 ,43.3 ,54.2 ,83.8 ,75.5 ,48.8 ,54.8 ,10.2 ,217
2002,Adam Kennedy,Angels,509,.361,26.2 ,33.5 ,40.3 ,7.7 ,0.83,4.5 ,7,5.4 ,5,27.8 ,20.5 ,70.0 ,48.3 ,62.8 ,87.9 ,83.2 ,56.2 ,61.7 ,8.3 ,19
2009,Miguel Tejada,Astros,674,.318,20.3 ,49.2 ,30.6 ,12.7 ,1.61,7.7 ,20,6.9 ,2,66.7 ,32.5 ,72.0 ,52.8 ,76.2 ,93.7 ,88.4 ,51.3 ,59.9 ,5.7 ,941
2003,Marlon Byrd,Phillies,553,.360,24.4 ,50.3 ,25.4 ,12.9 ,1.98,6.9 ,22,11.0 ,2,20.0 ,20.7 ,66.8 ,45.3 ,48.0 ,86.6 ,78.4 ,53.4 ,56.8 ,9.9 ,950
2006,Ian Kinsler,Rangers,474,.304,20.6 ,35.3 ,44.2 ,13.8 ,0.80,8.8 ,10,7.9 ,3,42.9 ,21.0 ,62.6 ,43.7 ,66.1 ,93.1 ,87.2 ,54.6 ,55.5 ,5.5 ,6195
2004,Jerry Hairston,Orioles,334,.327,23.1 ,36.5 ,40.4 ,17.1 ,0.90,1.9 ,8,8.4 ,2,25.0 ,14.5 ,59.4 ,40.7 ,76.6 ,93.4 ,90.9 ,58.3 ,58.1 ,3.8 ,144
2008,Luke Scott,Orioles,536,.280,17.1 ,39.2 ,43.7 ,12.8 ,0.90,14.0 ,10,6.8 ,0,0.0 ,24.5 ,73.1 ,49.2 ,50.8 ,85.9 ,77.3 ,50.8 ,57.5 ,10.7 ,3469
2005,Shea Hillenbrand,Blue Jays,645,.310,21.0 ,42.1 ,36.9 ,19.4 ,1.14,9.4 ,12,5.5 ,0,0.0 ,28.4 ,69.2 ,50.2 ,57.6 ,92.7 ,83.5 ,53.5 ,58.3 ,8.2 ,196
2007,Jose Vidro,Mariners,625,.337,19.5 ,50.8 ,29.7 ,2.7 ,1.71,4.1 ,15,5.9 ,0,0.0 ,21.8 ,62.3 ,41.3 ,77.0 ,94.0 ,89.3 ,48.2 ,55.7 ,4.2 ,802
2008,Kaz Matsui,Astros,422,.326,20.5 ,45.7 ,33.8 ,13.1 ,1.36,5.6 ,11,7.6 ,3,20.0 ,24.7 ,62.3 ,44.0 ,71.0 ,92.0 ,86.3 ,51.4 ,52.4 ,5.9 ,1854
2006,Gerald Laird,Rangers,260,.353,19.1 ,34.4 ,46.4 ,14.1 ,0.74,8.2 ,7,11.1 ,7,77.8 ,32.7 ,65.2 ,50.1 ,63.8 ,87.2 ,80.1 ,53.3 ,65.0 ,9.8 ,1698
2004,B.J. Surhoff,Orioles,378,.338,21.5 ,41.4 ,37.0 ,11.8 ,1.12,7.3 ,7,5.7 ,0,0.0 ,21.7 ,68.8 ,46.7 ,71.9 ,92.4 ,87.9 ,53.1 ,58.7 ,5.5 ,117
2005,Raul Ibanez,Mariners,690,.305,21.0 ,44.8 ,34.2 ,8.5 ,1.31,11.3 ,9,3.9 ,0,0.0 ,18.4 ,68.5 ,44.1 ,60.3 ,88.7 ,82.9 ,51.3 ,55.8 ,7.5 ,607
2012,Chris Denorfia,Padres,382,.323,18.2 ,60.3 ,21.5 ,6.3 ,2.80,12.5 ,8,4.5 ,1,25.0 ,26.9 ,56.3 ,40.9 ,64.8 ,89.5 ,81.0 ,47.6 ,61.5 ,7.6 ,4400
2004,Junior Spivey,Brewers,263,.314,26.9 ,42.3 ,30.8 ,19.6 ,1.38,12.5 ,2,2.6 ,0,0.0 ,13.3 ,71.6 ,45.9 ,47.1 ,80.9 ,76.6 ,56.0 ,55.9 ,10.5 ,74
2012,Cody Ross,Red Sox,528,.317,22.4 ,35.7 ,41.9 ,8.8 ,0.85,14.9 ,6,4.8 ,0,0.0 ,28.6 ,65.6 ,45.6 ,62.4 ,83.0 ,76.0 ,45.7 ,57.4 ,10.7 ,1760
2004,Matt Stairs,Royals,496,.298,13.2 ,49.6 ,37.2 ,12.3 ,1.33,13.8 ,13,7.5 ,1,100.0 ,13.8 ,69.0 ,43.1 ,41.2 ,81.6 ,75.5 ,53.0 ,57.3 ,10.9 ,1384
2004,Scott Hatteberg,Athletics,638,.285,18.0 ,41.7 ,40.3 ,12.6 ,1.03,7.3 ,10,4.7 ,1,50.0 ,9.4 ,60.6 ,36.7 ,54.5 ,97.2 ,92.1 ,53.3 ,52.7 ,3.0 ,916
2003,Miguel Tejada,Athletics,703,.272,20.9 ,44.0 ,35.1 ,10.3 ,1.26,13.3 ,20,7.8 ,0,0.0 ,20.5 ,63.1 ,42.0 ,63.0 ,94.2 ,86.6 ,50.3 ,52.2 ,5.6 ,941
2007,Tony Clark,Diamondbacks,245,.257,17.0 ,49.1 ,33.9 ,5.4 ,1.45,30.4 ,0,0.0 ,0,0.0 ,27.6 ,69.0 ,48.3 ,43.3 ,83.4 ,72.0 ,50.2 ,61.2 ,13.1 ,182
2011,Marco Scutaro,Red Sox,445,.312,19.1 ,46.3 ,34.6 ,10.4 ,1.34,5.6 ,12,7.2 ,0,0.0 ,22.6 ,55.0 ,37.7 ,90.8 ,96.6 ,94.7 ,46.7 ,56.0 ,1.9 ,1555
2008,Cody Ross,Marlins,506,.299,20.9 ,35.8 ,43.3 ,8.6 ,0.83,14.6 ,5,4.0 ,0,0.0 ,29.2 ,66.3 ,48.1 ,58.8 ,82.0 ,75.1 ,51.0 ,56.7 ,11.7 ,1760
2011,J.J. Hardy,Orioles,567,.273,16.4 ,40.2 ,43.4 ,14.1 ,0.93,15.7 ,16,9.0 ,0,0.0 ,31.5 ,54.0 ,42.5 ,77.6 ,91.0 ,85.9 ,48.6 ,59.3 ,5.8 ,3797
2012,Dustin Pedroia,Red Sox,623,.300,19.8 ,45.6 ,34.6 ,11.9 ,1.32,8.5 ,23,9.9 ,0,0.0 ,25.3 ,61.7 ,42.7 ,83.6 ,91.1 ,88.8 ,47.7 ,54.6 ,4.7 ,8370
2008,Derek Jeter,Yankees,668,.333,17.9 ,58.3 ,23.8 ,3.3 ,2.45,9.0 ,25,8.4 ,2,22.2 ,23.7 ,72.0 ,48.2 ,68.6 ,90.0 ,84.8 ,50.8 ,57.8 ,6.9 ,826
2008,Marcus Thames,Tigers,342,.258,17.0 ,32.3 ,50.7 ,18.6 ,0.64,22.1 ,6,8.3 ,0,0.0 ,31.9 ,77.5 ,55.6 ,58.1 ,80.5 ,74.3 ,51.8 ,61.7 ,14.1 ,1523
2011,Nyjer Morgan,Brewers,429,.362,25.7 ,44.9 ,29.4 ,8.0 ,1.53,4.6 ,5,3.8 ,9,30.0 ,34.1 ,63.9 ,47.0 ,76.4 ,91.7 ,85.4 ,43.4 ,62.2 ,6.6 ,4885
2006,Jay Gibbons,Orioles,378,.290,15.9 ,38.2 ,45.9 ,16.9 ,0.83,9.6 ,6,5.3 ,0,0.0 ,27.2 ,65.1 ,45.7 ,70.0 ,93.3 ,86.2 ,48.8 ,52.4 ,6.3 ,141
2004,Torii Hunter,Twins,569,.296,14.8 ,47.9 ,37.4 ,17.2 ,1.28,14.6 ,12,6.0 ,0,0.0 ,22.3 ,76.8 ,51.9 ,34.2 ,84.2 ,74.4 ,54.4 ,59.9 ,13.3 ,731
2002,Ben Grieve,Devil Rays,561,.297,23.8 ,52.5 ,23.8 ,7.0 ,2.21,22.1 ,4,2.1 ,0,0.0 ,14.3 ,62.3 ,38.9 ,52.4 ,82.3 ,76.9 ,51.2 ,56.9 ,8.9 ,1209
2002,Matt Williams,Diamondbacks,238,.268,21.0 ,40.3 ,38.6 ,14.7 ,1.04,17.6 ,6,8.5 ,0,0.0 ,14.1 ,79.5 ,48.9 ,32.1 ,81.4 ,74.8 ,53.3 ,54.6 ,12.3 ,77
2004,Jason Michaels,Phillies,346,.340,20.5 ,40.0 ,39.5 ,3.4 ,1.01,11.5 ,8,9.1 ,2,100.0 ,15.7 ,66.5 ,43.0 ,47.4 ,82.1 ,76.3 ,53.8 ,58.7 ,10.1 ,1399
2010,Alex Rios,White Sox,617,.306,16.9 ,45.1 ,38.0 ,8.8 ,1.19,11.5 ,11,5.1 ,0,0.0 ,29.5 ,62.4 ,44.8 ,70.8 ,92.5 ,84.9 ,46.6 ,52.7 ,6.4 ,2090
2008,Reed Johnson,Cubs,374,.360,24.0 ,41.4 ,34.6 ,7.7 ,1.20,6.6 ,8,7.3 ,3,25.0 ,31.0 ,60.2 ,46.4 ,60.8 ,88.2 ,79.6 ,52.8 ,53.7 ,9.2 ,1702
2007,Jermaine Dye,White Sox,561,.268,19.0 ,34.8 ,46.2 ,13.4 ,0.75,15.0 ,3,2.1 ,0,0.0 ,23.5 ,64.7 ,44.8 ,54.8 ,88.1 ,79.6 ,51.6 ,56.7 ,8.9 ,911
2012,Carlos Santana,Indians,609,.278,19.1 ,43.1 ,37.8 ,11.5 ,1.14,11.5 ,13,7.3 ,1,100.0 ,21.4 ,61.2 ,39.1 ,66.2 ,84.8 ,79.2 ,44.6 ,50.7 ,8.0 ,2396
2006,Jose Valentin,Mets,432,.286,15.6 ,31.2 ,53.2 ,17.4 ,0.59,10.8 ,7,7.1 ,1,10.0 ,20.3 ,69.0 ,45.9 ,58.0 ,86.7 ,80.6 ,52.5 ,56.9 ,8.7 ,256
2008,Lyle Overbay,Blue Jays,630,.316,22.6 ,44.3 ,33.0 ,3.5 ,1.34,10.5 ,6,3.1 ,0,0.0 ,18.9 ,64.1 ,41.6 ,48.7 ,88.9 ,79.8 ,50.2 ,56.4 ,8.2 ,1617
2004,Mike Piazza,Mets,528,.281,20.8 ,40.8 ,38.4 ,8.9 ,1.06,13.7 ,3,1.9 ,0,0.0 ,17.6 ,73.7 ,47.1 ,54.3 ,85.0 ,79.6 ,52.7 ,52.1 ,9.4 ,893
2010,Curtis Granderson,Yankees,528,.277,19.9 ,33.0 ,47.2 ,7.2 ,0.70,14.5 ,8,6.9 ,1,20.0 ,25.6 ,63.0 ,42.2 ,60.1 ,89.9 ,79.8 ,44.3 ,54.0 ,8.3 ,4747
2010,Pedro Alvarez,Pirates,386,.341,14.8 ,45.7 ,39.6 ,12.1 ,1.15,17.6 ,4,3.8 ,0,0.0 ,29.7 ,61.2 ,43.7 ,47.5 ,83.1 ,69.7 ,44.5 ,60.9 ,12.9 ,2495
2011,Asdrubal Cabrera,Indians,667,.302,17.5 ,43.8 ,38.7 ,5.9 ,1.13,13.3 ,14,6.6 ,0,0.0 ,31.4 ,69.0 ,47.9 ,70.8 ,91.2 ,83.7 ,44.1 ,60.3 ,7.4 ,4962
2008,Scott Rolen,Blue Jays,467,.292,20.6 ,35.7 ,43.7 ,12.2 ,0.82,7.4 ,5,4.1 ,0,0.0 ,23.7 ,69.2 ,47.2 ,62.7 ,89.3 ,82.9 ,51.7 ,56.1 ,7.9 ,970
2012,Norichika Aoki,Brewers,588,.304,16.9 ,55.4 ,27.7 ,7.1 ,2.00,7.9 ,34,13.5 ,8,36.4 ,27.0 ,61.4 ,42.4 ,84.1 ,90.7 ,88.4 ,44.7 ,57.5 ,4.9 ,13075
2009,Eric Hinske,- - -,224,.288,18.0 ,37.4 ,44.6 ,12.9 ,0.84,12.9 ,5,9.6 ,1,100.0 ,18.5 ,65.0 ,40.1 ,41.1 ,83.9 ,73.3 ,46.4 ,49.1 ,10.6 ,1305
2009,Vladimir Guerrero,Angels,407,.313,18.3 ,41.8 ,39.9 ,13.7 ,1.05,11.5 ,4,2.9 ,0,0.0 ,44.0 ,82.6 ,60.7 ,72.5 ,87.2 ,81.1 ,43.3 ,61.4 ,11.1 ,778
2008,Cristian Guzman,Nationals,612,.337,22.5 ,52.9 ,24.6 ,12.4 ,2.15,7.0 ,22,7.9 ,0,0.0 ,27.9 ,62.3 ,46.0 ,71.2 ,95.3 ,88.3 ,52.5 ,60.6 ,5.2 ,728
2012,Michael Cuddyer,Rockies,394,.287,20.4 ,48.6 ,31.0 ,8.0 ,1.57,18.2 ,14,10.1 ,0,0.0 ,35.6 ,61.7 ,48.4 ,64.4 ,88.1 ,79.2 ,49.1 ,64.2 ,9.8 ,1534
2009,Adam Jones,Orioles,519,.308,16.5 ,55.4 ,28.1 ,5.6 ,1.97,17.8 ,18,8.5 ,2,100.0 ,35.2 ,73.3 ,53.6 ,57.3 ,83.3 ,74.5 ,48.5 ,57.8 ,13.3 ,6368
2003,Keith Ginter,Brewers,415,.300,22.1 ,37.6 ,40.2 ,14.7 ,0.94,12.8 ,9,8.8 ,0,0.0 ,18.2 ,57.9 ,38.9 ,48.3 ,86.9 ,78.3 ,52.3 ,58.8 ,8.4 ,1500
2008,Sean Casey,Red Sox,218,.368,27.6 ,37.9 ,34.5 ,6.7 ,1.10,0.0 ,1,1.5 ,0,0.0 ,25.4 ,63.0 ,44.9 ,75.8 ,94.2 ,89.2 ,51.8 ,52.8 ,4.7 ,314
2007,Adrian Beltre,Mariners,639,.294,16.8 ,43.7 ,39.5 ,8.7 ,1.11,13.3 ,14,6.5 ,0,0.0 ,37.5 ,69.4 ,53.1 ,62.8 ,85.3 ,77.2 ,49.0 ,60.6 ,11.9 ,639
2002,Jermaine Dye,Athletics,555,.274,19.0 ,40.0 ,41.0 ,10.1 ,0.97,15.2 ,4,2.6 ,0,0.0 ,12.5 ,62.8 ,40.6 ,45.7 ,83.7 ,78.5 ,55.8 ,54.8 ,8.7 ,911
2005,Jorge Cantu,Devil Rays,631,.289,22.0 ,41.2 ,36.8 ,4.7 ,1.12,14.7 ,8,3.7 ,0,0.0 ,31.9 ,76.5 ,57.0 ,52.5 ,88.4 ,79.6 ,56.2 ,65.3 ,11.6 ,2521
2005,Carl Crawford,Devil Rays,687,.325,20.4 ,44.6 ,34.9 ,11.3 ,1.28,7.7 ,17,6.8 ,5,38.5 ,30.9 ,74.9 ,56.3 ,55.8 ,90.5 ,82.4 ,57.7 ,64.9 ,9.9 ,1201
2011,Edwin Encarnacion,Blue Jays,530,.292,19.4 ,36.4 ,44.2 ,17.2 ,0.82,9.4 ,9,6.1 ,0,0.0 ,29.3 ,68.2 ,47.3 ,74.0 ,89.7 ,84.5 ,46.2 ,59.3 ,7.1 ,2151
2007,Ty Wigginton,- - -,604,.310,17.7 ,44.0 ,38.3 ,4.1 ,1.15,13.0 ,13,6.7 ,0,0.0 ,28.2 ,76.0 ,52.6 ,51.9 ,85.2 ,76.4 ,51.0 ,60.4 ,12.1 ,1491
2009,Jorge Cantu,Marlins,643,.310,21.4 ,36.0 ,42.6 ,12.4 ,0.84,7.4 ,11,6.0 ,0,0.0 ,27.3 ,66.3 ,46.0 ,68.4 ,91.5 ,84.4 ,48.0 ,50.5 ,6.9 ,2521
2010,Derrek Lee,- - -,626,.309,22.5 ,39.8 ,37.6 ,1.3 ,1.06,12.1 ,5,3.0 ,0,0.0 ,23.1 ,63.7 ,42.2 ,65.6 ,84.3 ,78.9 ,47.1 ,59.1 ,8.7 ,525
2010,Omar Infante,Braves,506,.355,18.6 ,47.0 ,34.4 ,5.0 ,1.37,5.8 ,21,11.1 ,4,36.4 ,28.2 ,56.6 ,42.6 ,72.4 ,94.2 ,87.1 ,50.5 ,61.7 ,5.3 ,1609
2009,David DeJesus,Royals,627,.311,19.6 ,46.0 ,34.5 ,8.6 ,1.33,8.0 ,10,4.6 ,4,36.4 ,19.9 ,60.1 ,39.8 ,70.0 ,94.8 ,88.5 ,49.5 ,58.5 ,4.5 ,1825
2005,Ryan Klesko,Padres,520,.266,17.0 ,42.0 ,40.9 ,12.8 ,1.03,12.1 ,6,3.9 ,0,0.0 ,18.8 ,76.4 ,46.1 ,49.5 ,88.3 ,80.0 ,47.5 ,54.4 ,8.9 ,1041
